11,47
11,69
11,58
11,05
11,12
10,89
11,39
11,72
10,90
10,98
10,85
10,88
10,85
10,89
11,73
11,30
11,03
10,89
10,92
11,70
11,10
11,49
11,04
12,00
10,86
10,64
11,73
10,99
10,94
10,72
10,73
10,88
10,64
10,95
10,95
10,85
10,85
10,85
10,80
11,12
11,29
11,44
11,89
11,26
11,38
12,00
11,35
11,73
11,20
11,06
